Date,City,Impact
15-09-2017,Jacksonville,overcast clouds
15-09-2017,Charlotte,mist
15-09-2017,Miami,few clouds
15-09-2017,Pittsburgh,mist
15-09-2017,Toronto,haze
15-09-2017,Philadelphia,mist
15-09-2017,New York,mist
15-09-2017,Montreal,sky is clear
15-09-2017,Boston,light rain
15-09-2017,Beersheba,light rain
15-09-2017,Tel Aviv District,few clouds
15-09-2017,Eilat,sky is clear
15-09-2017,Haifa,scattered clouds
15-09-2017,Nahariyya,scattered clouds
15-09-2017,Jerusalem,few clouds
16-09-2017,Vancouver,sky is clear
16-09-2017,Portland,haze
16-09-2017,San Francisco,overcast clouds
16-09-2017,Seattle,sky is clear
16-09-2017,Los Angeles,overcast clouds
16-09-2017,San Diego,overcast clouds
16-09-2017,Las Vegas,sky is clear
16-09-2017,Phoenix,sky is clear
16-09-2017,Albuquerque,scattered clouds
16-09-2017,Denver,overcast clouds
16-09-2017,San Antonio,scattered clouds
16-09-2017,Dallas,few clouds
16-09-2017,Houston,haze
16-09-2017,Kansas City,sky is clear
16-09-2017,Minneapolis,overcast clouds
16-09-2017,Saint Louis,scattered clouds
16-09-2017,Chicago,sky is clear
16-09-2017,Nashville,sky is clear
16-09-2017,Indianapolis,sky is clear
16-09-2017,Atlanta,mist
16-09-2017,Detroit,scattered clouds
16-09-2017,Jacksonville,sky is clear
16-09-2017,Charlotte,mist
16-09-2017,Miami,few clouds
16-09-2017,Pittsburgh,mist
16-09-2017,Toronto,mist
16-09-2017,Philadelphia,fog
16-09-2017,New York,mist
16-09-2017,Montreal,mist
16-09-2017,Boston,fog
16-09-2017,Beersheba,sky is clear
16-09-2017,Tel Aviv District,few clouds
16-09-2017,Eilat,sky is clear
16-09-2017,Haifa,few clouds
16-09-2017,Nahariyya,few clouds
16-09-2017,Jerusalem,few clouds
17-09-2017,Vancouver,overcast clouds
17-09-2017,Portland,light rain
17-09-2017,San Francisco,overcast clouds
17-09-2017,Seattle,haze
17-09-2017,Los Angeles,overcast clouds
17-09-2017,San Diego,overcast clouds
17-09-2017,Las Vegas,sky is clear
17-09-2017,Phoenix,sky is clear
17-09-2017,Albuquerque,proximity thunderstorm
17-09-2017,Denver,scattered clouds
17-09-2017,San Antonio,scattered clouds
17-09-2017,Dallas,few clouds
17-09-2017,Houston,light rain
17-09-2017,Kansas City,mist
17-09-2017,Minneapolis,overcast clouds
17-09-2017,Saint Louis,overcast clouds
17-09-2017,Chicago,overcast clouds
17-09-2017,Nashville,sky is clear
17-09-2017,Indianapolis,scattered clouds
17-09-2017,Atlanta,mist
17-09-2017,Detroit,scattered clouds
17-09-2017,Jacksonville,sky is clear
17-09-2017,Charlotte,mist
17-09-2017,Miami,few clouds
17-09-2017,Pittsburgh,mist
17-09-2017,Toronto,sky is clear
17-09-2017,Philadelphia,fog
17-09-2017,New York,fog
17-09-2017,Montreal,mist
17-09-2017,Boston,haze
17-09-2017,Beersheba,sky is clear
17-09-2017,Tel Aviv District,sky is clear
17-09-2017,Eilat,sky is clear
17-09-2017,Haifa,few clouds
17-09-2017,Nahariyya,few clouds
17-09-2017,Jerusalem,sky is clear
18-09-2017,Vancouver,mist
18-09-2017,Portland,mist
18-09-2017,San Francisco,mist
18-09-2017,Seattle,light rain
18-09-2017,Los Angeles,overcast clouds
18-09-2017,San Diego,haze
18-09-2017,Las Vegas,sky is clear
18-09-2017,Phoenix,sky is clear
18-09-2017,Albuquerque,proximity thunderstorm
18-09-2017,Denver,sky is clear
18-09-2017,San Antonio,scattered clouds
18-09-2017,Dallas,few clouds
18-09-2017,Houston,mist
18-09-2017,Kansas City,mist
18-09-2017,Minneapolis,mist
18-09-2017,Saint Louis,few clouds
18-09-2017,Chicago,scattered clouds
18-09-2017,Nashville,sky is clear
18-09-2017,Indianapolis,mist
18-09-2017,Atlanta,mist
18-09-2017,Detroit,mist
18-09-2017,Jacksonville,mist
18-09-2017,Charlotte,mist
18-09-2017,Miami,scattered clouds
18-09-2017,Pittsburgh,mist
18-09-2017,Toronto,mist
18-09-2017,Philadelphia,mist
18-09-2017,New York,mist
18-09-2017,Montreal,mist
18-09-2017,Boston,fog
18-09-2017,Beersheba,sky is clear
18-09-2017,Tel Aviv District,sky is clear
18-09-2017,Eilat,sky is clear
18-09-2017,Haifa,sky is clear
18-09-2017,Nahariyya,sky is clear
18-09-2017,Jerusalem,sky is clear
19-09-2017,Vancouver,light intensity shower rain
19-09-2017,Portland,light rain
19-09-2017,San Francisco,sky is clear
19-09-2017,Seattle,light rain
19-09-2017,Los Angeles,haze
19-09-2017,San Diego,overcast clouds
19-09-2017,Las Vegas,sky is clear
19-09-2017,Phoenix,sky is clear
19-09-2017,Albuquerque,scattered clouds
19-09-2017,Denver,sky is clear
19-09-2017,San Antonio,mist
19-09-2017,Dallas,few clouds
19-09-2017,Houston,mist
19-09-2017,Kansas City,mist
19-09-2017,Minneapolis,mist
19-09-2017,Saint Louis,fog
19-09-2017,Chicago,mist
19-09-2017,Nashville,mist
19-09-2017,Indianapolis,mist
19-09-2017,Atlanta,proximity thunderstorm
19-09-2017,Detroit,mist
19-09-2017,Jacksonville,sky is clear
19-09-2017,Charlotte,mist
19-09-2017,Miami,light rain
19-09-2017,Pittsburgh,sky is clear
19-09-2017,Toronto,overcast clouds
19-09-2017,Philadelphia,light rain
19-09-2017,New York,mist
19-09-2017,Montreal,mist
19-09-2017,Boston,mist
19-09-2017,Beersheba,sky is clear
19-09-2017,Tel Aviv District,scattered clouds
19-09-2017,Eilat,sky is clear
19-09-2017,Haifa,few clouds
19-09-2017,Nahariyya,few clouds
19-09-2017,Jerusalem,scattered clouds
20-09-2017,Vancouver,light intensity shower rain
20-09-2017,Portland,mist
20-09-2017,San Francisco,overcast clouds
20-09-2017,Seattle,light rain
20-09-2017,Los Angeles,mist
20-09-2017,San Diego,overcast clouds
20-09-2017,Las Vegas,sky is clear
20-09-2017,Phoenix,sky is clear
20-09-2017,Albuquerque,scattered clouds
20-09-2017,Denver,sky is clear
20-09-2017,San Antonio,scattered clouds
20-09-2017,Dallas,scattered clouds
20-09-2017,Houston,mist
20-09-2017,Kansas City,sky is clear
20-09-2017,Minneapolis,scattered clouds
20-09-2017,Saint Louis,scattered clouds
20-09-2017,Chicago,fog
20-09-2017,Nashville,mist
20-09-2017,Indianapolis,mist
20-09-2017,Atlanta,mist
20-09-2017,Detroit,mist
20-09-2017,Jacksonville,sky is clear
20-09-2017,Charlotte,mist
20-09-2017,Miami,haze
20-09-2017,Pittsburgh,mist
20-09-2017,Toronto,mist
20-09-2017,Philadelphia,light rain
20-09-2017,New York,light rain
20-09-2017,Montreal,fog
20-09-2017,Boston,fog
20-09-2017,Beersheba,sky is clear
20-09-2017,Tel Aviv District,scattered clouds
20-09-2017,Eilat,sky is clear
20-09-2017,Haifa,few clouds
20-09-2017,Nahariyya,few clouds
20-09-2017,Jerusalem,scattered clouds
21-09-2017,Vancouver,light rain
21-09-2017,Portland,light rain
21-09-2017,San Francisco,scattered clouds
21-09-2017,Seattle,light intensity drizzle
21-09-2017,Los Angeles,mist
21-09-2017,San Diego,mist
21-09-2017,Las Vegas,sky is clear
21-09-2017,Phoenix,sky is clear
21-09-2017,Albuquerque,sky is clear
21-09-2017,Denver,sky is clear
21-09-2017,San Antonio,overcast clouds
21-09-2017,Dallas,few clouds
21-09-2017,Houston,mist
21-09-2017,Kansas City,sky is clear
21-09-2017,Minneapolis,sky is clear
21-09-2017,Saint Louis,mist
21-09-2017,Chicago,scattered clouds
21-09-2017,Nashville,scattered clouds
21-09-2017,Indianapolis,sky is clear
21-09-2017,Atlanta,scattered clouds
21-09-2017,Detroit,mist
21-09-2017,Jacksonville,scattered clouds
21-09-2017,Charlotte,mist
21-09-2017,Miami,light rain
21-09-2017,Pittsburgh,mist
21-09-2017,Toronto,sky is clear
21-09-2017,Philadelphia,scattered clouds
21-09-2017,New York,sky is clear
21-09-2017,Montreal,few clouds
21-09-2017,Boston,overcast clouds
21-09-2017,Beersheba,sky is clear
21-09-2017,Tel Aviv District,sky is clear
21-09-2017,Eilat,sky is clear
21-09-2017,Haifa,scattered clouds
21-09-2017,Nahariyya,scattered clouds
21-09-2017,Jerusalem,sky is clear
22-09-2017,Vancouver,few clouds
22-09-2017,Portland,mist
22-09-2017,San Francisco,scattered clouds
22-09-2017,Seattle,overcast clouds
22-09-2017,Los Angeles,sky is clear
22-09-2017,San Diego,overcast clouds
22-09-2017,Las Vegas,sky is clear
22-09-2017,Phoenix,sky is clear
22-09-2017,Albuquerque,broken clouds
22-09-2017,Denver,sky is clear
22-09-2017,San Antonio,mist
22-09-2017,Dallas,few clouds
22-09-2017,Houston,mist
22-09-2017,Kansas City,sky is clear
22-09-2017,Minneapolis,sky is clear
22-09-2017,Saint Louis,few clouds
22-09-2017,Chicago,mist
22-09-2017,Nashville,sky is clear
22-09-2017,Indianapolis,sky is clear
22-09-2017,Atlanta,proximity thunderstorm
22-09-2017,Detroit,sky is clear
22-09-2017,Jacksonville,scattered clouds
22-09-2017,Charlotte,haze
22-09-2017,Miami,light rain
22-09-2017,Pittsburgh,sky is clear
22-09-2017,Toronto,sky is clear
22-09-2017,Philadelphia,broken clouds
22-09-2017,New York,sky is clear
22-09-2017,Montreal,few clouds
22-09-2017,Boston,mist
22-09-2017,Beersheba,sky is clear
22-09-2017,Tel Aviv District,scattered clouds
22-09-2017,Eilat,sky is clear
22-09-2017,Haifa,few clouds
22-09-2017,Nahariyya,few clouds
22-09-2017,Jerusalem,scattered clouds
23-09-2017,Vancouver,light rain
23-09-2017,Portland,overcast clouds
23-09-2017,San Francisco,sky is clear
23-09-2017,Seattle,overcast clouds
23-09-2017,Los Angeles,sky is clear
23-09-2017,San Diego,overcast clouds
23-09-2017,Las Vegas,sky is clear
23-09-2017,Phoenix,sky is clear
23-09-2017,Albuquerque,light intensity drizzle
23-09-2017,Denver,light rain
23-09-2017,San Antonio,mist
23-09-2017,Dallas,scattered clouds
23-09-2017,Houston,mist
23-09-2017,Kansas City,sky is clear
23-09-2017,Minneapolis,scattered clouds
23-09-2017,Saint Louis,scattered clouds
23-09-2017,Chicago,mist
23-09-2017,Nashville,sky is clear
23-09-2017,Indianapolis,sky is clear
23-09-2017,Atlanta,mist
23-09-2017,Detroit,sky is clear
23-09-2017,Jacksonville,scattered clouds
23-09-2017,Charlotte,mist
23-09-2017,Miami,mist
23-09-2017,Pittsburgh,sky is clear
23-09-2017,Toronto,sky is clear
23-09-2017,Philadelphia,few clouds
23-09-2017,New York,sky is clear
23-09-2017,Montreal,overcast clouds
23-09-2017,Boston,mist
23-09-2017,Beersheba,sky is clear
23-09-2017,Tel Aviv District,scattered clouds
23-09-2017,Eilat,sky is clear
23-09-2017,Haifa,scattered clouds
23-09-2017,Nahariyya,scattered clouds
23-09-2017,Jerusalem,scattered clouds
24-09-2017,Vancouver,few clouds
24-09-2017,Portland,mist
24-09-2017,San Francisco,sky is clear
24-09-2017,Seattle,scattered clouds
24-09-2017,Los Angeles,sky is clear
24-09-2017,San Diego,sky is clear
24-09-2017,Las Vegas,sky is clear
24-09-2017,Phoenix,sky is clear
24-09-2017,Albuquerque,few clouds
24-09-2017,Denver,mist
24-09-2017,San Antonio,mist
24-09-2017,Dallas,few clouds
24-09-2017,Houston,mist
24-09-2017,Kansas City,sky is clear
24-09-2017,Minneapolis,scattered clouds
24-09-2017,Saint Louis,mist
24-09-2017,Chicago,mist
24-09-2017,Nashville,scattered clouds
24-09-2017,Indianapolis,sky is clear
24-09-2017,Atlanta,scattered clouds
24-09-2017,Detroit,sky is clear
24-09-2017,Jacksonville,scattered clouds
24-09-2017,Charlotte,few clouds
24-09-2017,Miami,few clouds
24-09-2017,Pittsburgh,sky is clear
24-09-2017,Toronto,sky is clear
24-09-2017,Philadelphia,sky is clear
24-09-2017,New York,sky is clear
24-09-2017,Montreal,few clouds
24-09-2017,Boston,mist
24-09-2017,Beersheba,sky is clear
24-09-2017,Tel Aviv District,few clouds
24-09-2017,Eilat,sky is clear
24-09-2017,Haifa,few clouds
24-09-2017,Nahariyya,few clouds
24-09-2017,Jerusalem,few clouds
25-09-2017,Vancouver,light rain
25-09-2017,Portland,light rain
25-09-2017,San Francisco,sky is clear
25-09-2017,Seattle,light rain
25-09-2017,Los Angeles,sky is clear
25-09-2017,San Diego,scattered clouds
25-09-2017,Las Vegas,sky is clear
25-09-2017,Phoenix,sky is clear
25-09-2017,Albuquerque,few clouds
25-09-2017,Denver,light rain
25-09-2017,San Antonio,haze
25-09-2017,Dallas,few clouds
25-09-2017,Houston,mist
25-09-2017,Kansas City,sky is clear
25-09-2017,Minneapolis,moderate rain
25-09-2017,Saint Louis,mist
25-09-2017,Chicago,sky is clear
25-09-2017,Nashville,mist
25-09-2017,Indianapolis,sky is clear
25-09-2017,Atlanta,sky is clear
25-09-2017,Detroit,scattered clouds
25-09-2017,Jacksonville,sky is clear
25-09-2017,Charlotte,broken clouds
25-09-2017,Miami,light rain
25-09-2017,Pittsburgh,sky is clear
25-09-2017,Toronto,sky is clear
25-09-2017,Philadelphia,mist
25-09-2017,New York,sky is clear
25-09-2017,Montreal,few clouds
25-09-2017,Boston,mist
25-09-2017,Beersheba,sky is clear
25-09-2017,Tel Aviv District,few clouds
25-09-2017,Eilat,sky is clear
25-09-2017,Haifa,few clouds
25-09-2017,Nahariyya,few clouds
25-09-2017,Jerusalem,few clouds
26-09-2017,Vancouver,fog
26-09-2017,Portland,few clouds
26-09-2017,San Francisco,sky is clear
26-09-2017,Seattle,mist
26-09-2017,Los Angeles,sky is clear
26-09-2017,San Diego,few clouds
26-09-2017,Las Vegas,sky is clear
26-09-2017,Phoenix,sky is clear
26-09-2017,Albuquerque,few clouds
26-09-2017,Denver,mist
26-09-2017,San Antonio,light rain
26-09-2017,Dallas,broken clouds
26-09-2017,Houston,sky is clear
26-09-2017,Kansas City,overcast clouds
26-09-2017,Minneapolis,light intensity drizzle
26-09-2017,Saint Louis,mist
26-09-2017,Chicago,sky is clear
26-09-2017,Nashville,sky is clear
26-09-2017,Indianapolis,sky is clear
26-09-2017,Atlanta,sky is clear
26-09-2017,Detroit,sky is clear
26-09-2017,Jacksonville,sky is clear
26-09-2017,Charlotte,scattered clouds
26-09-2017,Miami,broken clouds
26-09-2017,Pittsburgh,sky is clear
26-09-2017,Toronto,sky is clear
26-09-2017,Philadelphia,mist
26-09-2017,New York,mist
26-09-2017,Montreal,broken clouds
26-09-2017,Boston,mist
26-09-2017,Beersheba,sky is clear
26-09-2017,Tel Aviv District,few clouds
26-09-2017,Eilat,sky is clear
26-09-2017,Haifa,overcast clouds
26-09-2017,Nahariyya,overcast clouds
26-09-2017,Jerusalem,few clouds
27-09-2017,Vancouver,fog
27-09-2017,Portland,light rain
27-09-2017,San Francisco,sky is clear
27-09-2017,Seattle,mist
27-09-2017,Los Angeles,sky is clear
27-09-2017,San Diego,fog
27-09-2017,Las Vegas,sky is clear
27-09-2017,Phoenix,sky is clear
27-09-2017,Albuquerque,moderate rain
27-09-2017,Denver,light intensity drizzle
27-09-2017,San Antonio,mist
27-09-2017,Dallas,mist
27-09-2017,Houston,mist
27-09-2017,Kansas City,overcast clouds
27-09-2017,Minneapolis,scattered clouds
27-09-2017,Saint Louis,broken clouds
27-09-2017,Chicago,overcast clouds
27-09-2017,Nashville,sky is clear
27-09-2017,Indianapolis,scattered clouds
27-09-2017,Atlanta,sky is clear
27-09-2017,Detroit,sky is clear
27-09-2017,Jacksonville,sky is clear
27-09-2017,Charlotte,mist
27-09-2017,Miami,light rain
27-09-2017,Pittsburgh,mist
27-09-2017,Toronto,mist
27-09-2017,Philadelphia,scattered clouds
27-09-2017,New York,mist
27-09-2017,Montreal,broken clouds
27-09-2017,Boston,mist
27-09-2017,Beersheba,sky is clear
27-09-2017,Tel Aviv District,few clouds
27-09-2017,Eilat,sky is clear
27-09-2017,Haifa,scattered clouds
27-09-2017,Nahariyya,scattered clouds
27-09-2017,Jerusalem,few clouds
28-09-2017,Vancouver,sky is clear
28-09-2017,Portland,sky is clear
28-09-2017,San Francisco,sky is clear
28-09-2017,Seattle,sky is clear
28-09-2017,Los Angeles,mist
28-09-2017,San Diego,fog
28-09-2017,Las Vegas,sky is clear
28-09-2017,Phoenix,sky is clear
28-09-2017,Albuquerque,light intensity drizzle
28-09-2017,Denver,mist
28-09-2017,San Antonio,light intensity drizzle
28-09-2017,Dallas,mist
28-09-2017,Houston,mist
28-09-2017,Kansas City,sky is clear
28-09-2017,Minneapolis,overcast clouds
28-09-2017,Saint Louis,broken clouds
28-09-2017,Chicago,scattered clouds
28-09-2017,Nashville,sky is clear
28-09-2017,Indianapolis,sky is clear
28-09-2017,Atlanta,sky is clear
28-09-2017,Detroit,sky is clear
28-09-2017,Jacksonville,sky is clear
28-09-2017,Charlotte,few clouds
28-09-2017,Miami,broken clouds
28-09-2017,Pittsburgh,few clouds
28-09-2017,Toronto,overcast clouds
28-09-2017,Philadelphia,fog
28-09-2017,New York,sky is clear
28-09-2017,Montreal,few clouds
28-09-2017,Boston,mist
28-09-2017,Beersheba,sky is clear
28-09-2017,Tel Aviv District,few clouds
28-09-2017,Eilat,sky is clear
28-09-2017,Haifa,few clouds
28-09-2017,Nahariyya,few clouds
28-09-2017,Jerusalem,few clouds
29-09-2017,Vancouver,overcast clouds
29-09-2017,Portland,light rain
29-09-2017,San Francisco,overcast clouds
29-09-2017,Seattle,mist
29-09-2017,Los Angeles,mist
29-09-2017,San Diego,haze
29-09-2017,Las Vegas,sky is clear
29-09-2017,Phoenix,sky is clear
29-09-2017,Albuquerque,light intensity drizzle
29-09-2017,Denver,mist
29-09-2017,San Antonio,mist
29-09-2017,Dallas,light rain
29-09-2017,Houston,mist
29-09-2017,Kansas City,sky is clear
29-09-2017,Minneapolis,scattered clouds
29-09-2017,Saint Louis,few clouds
29-09-2017,Chicago,scattered clouds
29-09-2017,Nashville,sky is clear
29-09-2017,Indianapolis,sky is clear
29-09-2017,Atlanta,sky is clear
29-09-2017,Detroit,scattered clouds
29-09-2017,Jacksonville,sky is clear
29-09-2017,Charlotte,scattered clouds
29-09-2017,Miami,mist
29-09-2017,Pittsburgh,scattered clouds
29-09-2017,Toronto,proximity thunderstorm
29-09-2017,Philadelphia,scattered clouds
29-09-2017,New York,sky is clear
29-09-2017,Montreal,few clouds
29-09-2017,Boston,sky is clear
29-09-2017,Beersheba,sky is clear
29-09-2017,Tel Aviv District,scattered clouds
29-09-2017,Eilat,sky is clear
29-09-2017,Haifa,few clouds
29-09-2017,Nahariyya,few clouds
29-09-2017,Jerusalem,scattered clouds
30-09-2017,Vancouver,light intensity shower rain
30-09-2017,Portland,light rain
30-09-2017,San Francisco,mist
30-09-2017,Seattle,light rain
30-09-2017,Los Angeles,haze
30-09-2017,San Diego,haze
30-09-2017,Las Vegas,sky is clear
30-09-2017,Phoenix,sky is clear
30-09-2017,Albuquerque,proximity thunderstorm
30-09-2017,Denver,mist
30-09-2017,San Antonio,overcast clouds
30-09-2017,Dallas,overcast clouds
30-09-2017,Houston,sky is clear
30-09-2017,Kansas City,sky is clear
30-09-2017,Minneapolis,mist
30-09-2017,Saint Louis,haze
30-09-2017,Chicago,few clouds
30-09-2017,Nashville,sky is clear
30-09-2017,Indianapolis,sky is clear
30-09-2017,Atlanta,sky is clear
30-09-2017,Detroit,sky is clear
30-09-2017,Jacksonville,mist
30-09-2017,Charlotte,broken clouds
30-09-2017,Miami,few clouds
30-09-2017,Pittsburgh,few clouds
30-09-2017,Toronto,overcast clouds
30-09-2017,Philadelphia,light rain
30-09-2017,New York,overcast clouds
30-09-2017,Montreal,few clouds
30-09-2017,Boston,mist
30-09-2017,Beersheba,sky is clear
30-09-2017,Tel Aviv District,overcast clouds
30-09-2017,Eilat,sky is clear
30-09-2017,Haifa,sky is clear
30-09-2017,Nahariyya,sky is clear
30-09-2017,Jerusalem,few clouds
01-10-2017,Vancouver,mist
01-10-2017,Portland,light rain
01-10-2017,San Francisco,sky is clear
01-10-2017,Seattle,light rain
01-10-2017,Los Angeles,mist
01-10-2017,San Diego,mist
01-10-2017,Las Vegas,sky is clear
01-10-2017,Phoenix,sky is clear
01-10-2017,Albuquerque,light rain
01-10-2017,Denver,scattered clouds
01-10-2017,San Antonio,sky is clear
01-10-2017,Dallas,scattered clouds
01-10-2017,Houston,sky is clear
01-10-2017,Kansas City,sky is clear
01-10-2017,Minneapolis,light rain
01-10-2017,Saint Louis,overcast clouds
01-10-2017,Chicago,few clouds
01-10-2017,Nashville,sky is clear
01-10-2017,Indianapolis,sky is clear
01-10-2017,Atlanta,sky is clear
01-10-2017,Detroit,sky is clear
01-10-2017,Jacksonville,mist
01-10-2017,Charlotte,scattered clouds
01-10-2017,Miami,scattered clouds
01-10-2017,Pittsburgh,sky is clear
01-10-2017,Toronto,sky is clear
01-10-2017,Philadelphia,few clouds
01-10-2017,New York,scattered clouds
01-10-2017,Montreal,fog
01-10-2017,Boston,mist
01-10-2017,Beersheba,sky is clear
01-10-2017,Tel Aviv District,sky is clear
01-10-2017,Eilat,sky is clear
01-10-2017,Haifa,scattered clouds
01-10-2017,Nahariyya,scattered clouds
01-10-2017,Jerusalem,sky is clear
02-10-2017,Vancouver,overcast clouds
02-10-2017,Portland,few clouds
02-10-2017,San Francisco,sky is clear
02-10-2017,Seattle,mist
02-10-2017,Los Angeles,overcast clouds
02-10-2017,San Diego,few clouds
02-10-2017,Las Vegas,sky is clear
02-10-2017,Phoenix,sky is clear
02-10-2017,Albuquerque,sky is clear
02-10-2017,Denver,moderate rain
02-10-2017,San Antonio,scattered clouds
02-10-2017,Dallas,sky is clear
02-10-2017,Houston,mist
02-10-2017,Kansas City,sky is clear
02-10-2017,Minneapolis,mist
02-10-2017,Saint Louis,few clouds
02-10-2017,Chicago,broken clouds
02-10-2017,Nashville,overcast clouds
02-10-2017,Indianapolis,sky is clear
02-10-2017,Atlanta,overcast clouds
02-10-2017,Detroit,sky is clear
